Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.3.131-66.235.136.89-57242-443-6,192.168.3.131,57242,66.235.136.89,443,6,26/01/2011 01:56:04 AM,28,2,0,23.0,0.0,23.0,0.0,11.5,16.263455967290593,0,0,0,0,821428.5714285715,71428.57142857143,28.0,0.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,0,0,0,0,0,1,0,0,0,40,0,71428.57142857143,0.0,0.0,23.0,15.333333333333332,13.279056191361393,176.33333333333334,1,0,0,1,2,0,0,0,0.0,23.0,11.5,0.0,0,0,0,0,0,0,1,11,0,0,16264,0,0,20,0,0,0,0,1.295981764607211E15,0.0,1.295981764607211E15,1.295981764607211E15,NeedManualLabel
192.168.3.131-208.50.77.97-57145-80-6,192.168.3.131,57145,208.50.77.97,80,6,26/01/2011 01:56:04 AM,79391,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.19177236714489,79391.0,0.0,79391.0,79391.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.595886183572444,12.595886183572444,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16425,283,0,20,0,0,0,0,1.295981764607078E15,0.0,1.295981764607078E15,1.295981764607078E15,NeedManualLabel
192.168.3.131-208.50.77.97-57147-80-6,192.168.3.131,57147,208.50.77.97,80,6,26/01/2011 01:56:04 AM,80952,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.70599861646408,80952.0,0.0,80952.0,80952.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.35299930823204,12.35299930823204,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16297,283,0,20,0,0,0,0,1.295981764607397E15,0.0,1.295981764607397E15,1.295981764607397E15,NeedManualLabel
192.168.3.131-66.235.136.89-57242-8443-6,192.168.3.131,57242,66.235.136.89,8443,6,26/01/2011 01:56:04 AM,28,2,0,23.0,0.0,23.0,0.0,11.5,16.263455967290593,0,0,0,0,821428.5714285715,71428.57142857143,28.0,0.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,0,0,0,0,0,1,0,0,0,40,0,71428.57142857143,0.0,0.0,23.0,15.333333333333332,13.279056191361393,176.33333333333334,1,0,0,1,2,0,0,0,0.0,23.0,11.5,0.0,0,0,0,0,0,0,1,11,0,0,16264,0,0,20,0,0,0,0,1.295981764807211E15,0.0,1.295981764807211E15,1.295981764807211E15,NeedManualLabel
192.168.3.131-208.50.77.97-57145-5480-6,192.168.3.131,57145,208.50.77.97,5480,6,26/01/2011 01:56:04 AM,79391,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.19177236714489,79391.0,0.0,79391.0,79391.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.595886183572444,12.595886183572444,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16425,283,0,20,0,0,0,0,1.295981764807078E15,0.0,1.295981764807078E15,1.295981764807078E15,NeedManualLabel
192.168.3.131-208.50.77.97-57147-5480-6,192.168.3.131,57147,208.50.77.97,5480,6,26/01/2011 01:56:04 AM,80952,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.70599861646408,80952.0,0.0,80952.0,80952.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.35299930823204,12.35299930823204,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16297,283,0,20,0,0,0,0,1.295981764807397E15,0.0,1.295981764807397E15,1.295981764807397E15,NeedManualLabel
66.235.136.89-192.168.3.131-443-57242-6,66.235.136.89,443,192.168.3.131,57242,6,26/01/2011 01:56:04 AM,298233,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.059248976471416,149116.5,210828.83655823744,298195.0,38.0,0,0,0,0,0,298195.0,298195.0,0.0,298195.0,298195.0,0,0,0,0,20,40,3.353082992157139,6.706165984314278,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10127,16264,0,20,0,0,0,0,1.2959817646385E15,0.0,1.2959817646385E15,1.2959817646385E15,NeedManualLabel
66.235.136.89-192.168.3.131-8443-57242-6,66.235.136.89,8443,192.168.3.131,57242,6,26/01/2011 01:56:04 AM,298233,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.059248976471416,149116.5,210828.83655823744,298195.0,38.0,0,0,0,0,0,298195.0,298195.0,0.0,298195.0,298195.0,0,0,0,0,20,40,3.353082992157139,6.706165984314278,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10127,16264,0,20,0,0,0,0,1.2959817648385E15,0.0,1.2959817648385E15,1.2959817648385E15,NeedManualLabel
10.0.2.15-64.4.9.254-2527-61863-6,10.0.2.15,2527,64.4.9.254,61863,6,26/01/2011 01:56:05 AM,541577,7,7,140.0,235.0,80.0,0.0,20.0,30.088757590391356,188.0,0.0,33.57142857142857,69.20948187172318,692.4223148324246,25.850433087077185,41659.769230769234,77900.51017714181,181417.0,20.0,541577.0,90262.83333333334,149450.82097655625,357138.0,244.0,359489.0,59914.833333333336,90480.14279921682,177627.0,91.0,0,0,0,0,148,144,12.925216543538593,12.925216543538593,0.0,188.0,25.0,50.34594607030725,2534.714285714286,1,2,0,6,13,0,0,0,1.0,26.785714285714285,20.0,33.57142857142857,0,0,0,375,6,1044,0,10,0,16,64240,8760,3,20,0,0,0,0,1.295981765952795E15,0.0,1.295981765952795E15,1.295981765952795E15,NeedManualLabel
64.4.9.254-10.0.2.15-61863-2527-6,64.4.9.254,61863,10.0.2.15,2527,6,26/01/2011 01:56:06 AM,37,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81081.08108108108,18.5,12.020815280171307,27.0,10.0,37.0,37.0,0.0,37.0,37.0,0,0,0,0,0,0,0,0,0,40,20,54054.05405405405,27027.027027027027,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8760,64005,0,20,0,0,0,0,1.295981766496221E15,0.0,1.295981766496221E15,1.295981766496221E15,NeedManualLabel
10.0.2.15-65.54.186.19-2526-5443-6,10.0.2.15,2526,65.54.186.19,5443,6,26/01/2011 01:56:05 AM,710286,19,32,4658.0,20119.0,1460.0,0.0,245.1578947368421,490.0246323919617,1460.0,0.0,628.7187499999999,496.4413511392537,34883.13158361561,71.80206283102864,14205.720000000005,34874.81323015748,205962.0,4.0,702294.0,39016.33333333333,58096.7595876761,207134.0,27.0,654704.0,21119.48387096774,42038.85982823588,205962.0,4.0,0,0,0,0,388,644,26.74978811352047,45.05227471750816,0.0,1460.0,476.4807692307693,522.956958090322,273483.98001508287,1,2,0,27,50,0,0,0,1.0,485.8235294117647,245.1578947368421,628.71875,0,0,0,24777,31,38908,0,91,0,394,64240,8760,6,20,0,0,0,0,1.295981765935733E15,0.0,1.295981765935733E15,1.295981765935733E15,NeedManualLabel
10.0.2.15-65.54.186.19-2526-5443-6,10.0.2.15,2526,65.54.186.19,5443,6,26/01/2011 01:56:06 AM,2188,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,914.0767824497259,2188.0,0.0,2188.0,2188.0,2188.0,2188.0,0.0,2188.0,2188.0,0,0,0,0,0,0,0,0,0,40,0,914.0767824497259,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,63565,0,0,20,0,0,0,0,1.295981766646046E15,0.0,1.295981766646046E15,1.295981766646046E15,NeedManualLabel
192.168.3.131-208.82.236.129-58750-80-6,192.168.3.131,58750,208.82.236.129,80,6,26/01/2011 01:56:07 AM,136061,3,4,630.0,2803.0,630.0,0.0,210.0,363.73066958946424,1460.0,0.0,700.75,810.5649778600932,25231.33006519135,51.44751251277001,22676.833333333332,36462.34097485605,85293.0,2.0,49951.0,24975.5,34885.11304983832,49643.0,308.0,86490.0,28830.0,49229.160352376515,85673.0,2.0,0,0,0,0,72,92,22.048933934044292,29.398578578725722,0.0,1460.0,429.125,639.0800167875248,408423.2678571429,1,2,0,3,6,0,0,0,1.0,490.42857142857144,210.0,700.75,0,0,0,0,0,0,0,90,0,400,8192,5010,1,20,0,0,0,0,1.295981767679056E15,0.0,1.295981767679056E15,1.295981767679056E15,NeedManualLabel
192.168.3.131-208.82.236.129-58750-80-6,192.168.3.131,58750,208.82.236.129,80,6,26/01/2011 01:56:07 AM,1332,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1501.5015015015015,1332.0,0.0,1332.0,1332.0,1332.0,1332.0,0.0,1332.0,1332.0,0,0,0,0,0,0,0,0,0,40,0,1501.5015015015015,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16425,0,0,20,0,0,0,0,1.295981767815171E15,0.0,1.295981767815171E15,1.295981767815171E15,NeedManualLabel
172.16.255.1-172.16.255.255-137-137-17,172.16.255.1,137,172.16.255.255,137,17,26/01/2011 01:54:00 AM,17078145,6,0,300.0,0.0,50.0,50.0,50.0,0.0,0,0,0,0,17.566310626827445,0.35132621253654894,3415629.0,5931374.850435058,1.4025994E7,758834.0,1.7078145E7,3415629.0,5931374.850435058,1.4025994E7,758834.0,0,0,0,0,0,0,0,0,0,48,0,0.35132621253654894,0.0,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,58.333333333333336,50.0,0.0,0,0,0,0,0,0,1,50,0,0,0,0,5,8,1523545.0,0.0,1523545.0,1523545.0,6.4799082733279E14,9.163973964716431E14,1.295981640639586E15,1.4025994E7,NeedManualLabel
192.168.3.131-208.82.236.129-58757-80-6,192.168.3.131,58757,208.82.236.129,80,6,26/01/2011 01:56:10 AM,168337,3,5,630.0,2978.0,630.0,0.0,210.0,363.73066958946424,1460.0,0.0,595.6,789.4408147543425,21433.196504630592,47.523717305167615,24048.142857142855,45167.552304091674,117594.0,2.0,49940.0,24970.0,34898.54807868087,49647.0,293.0,118741.0,29685.250000000004,58836.366256338435,117938.0,2.0,0,0,0,0,72,112,17.821393989437855,29.70232331572976,0.0,1460.0,400.8888888888889,634.1388736791896,402132.1111111111,1,2,0,4,7,0,0,0,1.0,451.0,210.0,595.6,0,0,0,3608,4,30474,0,78,0,372,8192,5010,1,20,0,0,0,0,1.295981770855824E15,0.0,1.295981770855824E15,1.295981770855824E15,NeedManualLabel
192.168.3.131-208.82.236.129-58757-80-6,192.168.3.131,58757,208.82.236.129,80,6,26/01/2011 01:56:11 AM,1604,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1246.8827930174564,1604.0,0.0,1604.0,1604.0,1604.0,1604.0,0.0,1604.0,1604.0,0,0,0,0,0,0,0,0,0,40,0,1246.8827930174564,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16425,0,0,20,0,0,0,0,1.29598177102421E15,0.0,1.29598177102421E15,1.29598177102421E15,NeedManualLabel
10.0.2.15-65.55.116.184-2543-5480-6,10.0.2.15,2543,65.55.116.184,5480,6,26/01/2011 01:56:14 AM,208318,3,4,774.0,656.0,774.0,0.0,258.0,446.86910835277035,656.0,0.0,164.0,328.0,6864.50522758475,33.60247314202325,34719.66666666667,52968.862048062416,112747.0,21.0,92871.0,46435.5,65111.09951843848,92476.0,395.0,115895.0,38631.66666666667,64204.54645376239,112747.0,21.0,0,0,0,0,68,84,14.401059918009965,19.201413224013287,0.0,774.0,178.75,332.4797523373201,110542.78571428572,1,2,0,2,6,0,0,0,1.0,204.28571428571428,258.0,164.0,0,0,0,0,0,0,0,110,0,93,64240,8760,1,20,0,0,0,0,1.295981774273305E15,0.0,1.295981774273305E15,1.295981774273305E15,NeedManualLabel
10.0.2.15-65.55.116.184-2543-5480-6,10.0.2.15,2543,65.55.116.184,5480,6,26/01/2011 01:56:14 AM,1030,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1941.7475728155339,1030.0,0.0,1030.0,1030.0,1030.0,1030.0,0.0,1030.0,1030.0,0,0,0,0,0,0,0,0,0,40,0,1941.7475728155339,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,63584,0,0,20,0,0,0,0,1.29598177448164E15,0.0,1.29598177448164E15,1.29598177448164E15,NeedManualLabel
192.168.3.131-208.82.236.129-58766-80-6,192.168.3.131,58766,208.82.236.129,80,6,26/01/2011 01:56:14 AM,178733,3,5,630.0,3042.0,630.0,0.0,210.0,363.73066958946424,1460.0,0.0,608.4,778.9947368243254,20544.611235753888,44.75950160294965,25533.28571428571,48754.98177866642,127954.0,1.0,49984.0,24992.0,34803.79577000187,49602.0,382.0,129206.0,32301.499999999996,64074.087750041355,128411.0,1.0,0,0,0,0,72,112,16.78481310110612,27.97468850184353,0.0,1460.0,408.0,630.1595036179332,397101.0,1,2,0,4,7,0,0,0,1.0,459.0,210.0,608.4,0,0,0,3672,4,28520,0,78,0,380,8192,5010,1,20,0,0,0,0,1.295981774902709E15,0.0,1.295981774902709E15,1.295981774902709E15,NeedManualLabel
192.168.3.131-208.82.236.129-58766-80-6,192.168.3.131,58766,208.82.236.129,80,6,26/01/2011 01:56:15 AM,1247,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1603.849238171612,1247.0,0.0,1247.0,1247.0,1247.0,1247.0,0.0,1247.0,1247.0,0,0,0,0,0,0,0,0,0,40,0,1603.849238171612,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16425,0,0,20,0,0,0,0,1.295981775081493E15,0.0,1.295981775081493E15,1.295981775081493E15,NeedManualLabel
10.0.2.15-91.103.140.2-2545-5480-6,10.0.2.15,2545,91.103.140.2,5480,6,26/01/2011 01:56:14 AM,1010016,5,7,1184.0,2228.0,639.0,0.0,236.8,325.9504563580177,1072.0,0.0,318.2857142857143,454.85151946751233,3378.1643063080187,11.880999904952,91819.63636363637,130812.24745892314,400233.0,28.0,788995.0,197248.75,257612.78171883605,565002.0,389.0,825804.0,137634.0,160178.1881280969,400233.0,1171.0,0,0,0,0,108,144,4.950416627063333,6.930583277888667,0.0,1072.0,262.46153846153845,383.00426790150686,146692.26923076922,1,2,0,5,11,0,0,0,1.0,284.3333333333333,236.8,318.2857142857143,0,0,0,3412,5,4191,0,98,0,185,64240,8760,2,20,0,0,0,0,1.295981774860463E15,0.0,1.295981774860463E15,1.295981774860463E15,NeedManualLabel
10.0.2.15-91.103.140.2-2545-5480-6,10.0.2.15,2545,91.103.140.2,5480,6,26/01/2011 01:56:15 AM,5361,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,373.06472673008767,5361.0,0.0,5361.0,5361.0,5361.0,5361.0,0.0,5361.0,5361.0,0,0,0,0,0,0,0,0,0,40,0,373.06472673008767,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,20,0,0,0,0,1.295981775870536E15,0.0,1.295981775870536E15,1.295981775870536E15,NeedManualLabel
192.168.3.131-69.63.181.15-57198-80-6,192.168.3.131,57198,69.63.181.15,80,6,26/01/2011 01:56:19 AM,31462,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.35312440404299,15731.0,21846.771111539572,31179.0,283.0,0,0,0,0,0,283.0,283.0,0.0,283.0,283.0,0,0,0,0,20,40,31.78437480134766,63.56874960269532,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16425,6395,0,20,0,0,0,0,1.295981779606846E15,0.0,1.295981779606846E15,1.295981779606846E15,NeedManualLabel
192.168.3.131-69.63.181.15-57192-80-6,192.168.3.131,57192,69.63.181.15,80,6,26/01/2011 01:56:19 AM,32470,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.39297813366184,16235.0,22121.12854263995,31877.0,593.0,0,0,0,0,0,593.0,593.0,0.0,593.0,593.0,0,0,0,0,20,40,30.797659377887282,61.595318755774564,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16318,10864,0,20,0,0,0,0,1.295981779606882E15,0.0,1.295981779606882E15,1.295981779606882E15,NeedManualLabel
192.168.3.131-208.50.77.134-57204-80-6,192.168.3.131,57204,208.50.77.134,80,6,26/01/2011 01:56:19 AM,79277,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.227998032216153,79277.0,0.0,79277.0,79277.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.613999016108076,12.613999016108076,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16425,350,0,20,0,0,0,0,1.295981779606708E15,0.0,1.295981779606708E15,1.295981779606708E15,NeedManualLabel
192.168.3.131-208.50.77.134-57203-80-6,192.168.3.131,57203,208.50.77.134,80,6,26/01/2011 01:56:19 AM,80298,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.907220603252885,80298.0,0.0,80298.0,80298.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.453610301626442,12.453610301626442,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16270,350,0,20,0,0,0,0,1.295981779606778E15,0.0,1.295981779606778E15,1.295981779606778E15,NeedManualLabel
192.168.3.131-208.50.77.134-57202-80-6,192.168.3.131,57202,208.50.77.134,80,6,26/01/2011 01:56:19 AM,80497,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.845646421605775,80497.0,0.0,80497.0,80497.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.422823210802887,12.422823210802887,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16425,350,0,20,0,0,0,0,1.295981779606813E15,0.0,1.295981779606813E15,1.295981779606813E15,NeedManualLabel
192.168.3.131-208.50.77.134-57205-80-6,192.168.3.131,57205,208.50.77.134,80,6,26/01/2011 01:56:19 AM,80622,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.807124606186896,80622.0,0.0,80622.0,80622.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.403562303093448,12.403562303093448,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16297,384,0,20,0,0,0,0,1.295981779606916E15,0.0,1.295981779606916E15,1.295981779606916E15,NeedManualLabel
192.168.3.131-208.50.77.134-57201-80-6,192.168.3.131,57201,208.50.77.134,80,6,26/01/2011 01:56:19 AM,81872,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.428376001563414,81872.0,0.0,81872.0,81872.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.214188000781707,12.214188000781707,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16425,283,0,20,0,0,0,0,1.295981779606947E15,0.0,1.295981779606947E15,1.295981779606947E15,NeedManualLabel
192.168.3.131-208.50.77.134-57186-80-6,192.168.3.131,57186,208.50.77.134,80,6,26/01/2011 01:56:19 AM,82264,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.31197121462608,82264.0,0.0,82264.0,82264.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.15598560731304,12.15598560731304,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16363,384,0,20,0,0,0,0,1.295981779606987E15,0.0,1.295981779606987E15,1.295981779606987E15,NeedManualLabel
192.168.3.131-208.82.236.129-58777-80-6,192.168.3.131,58777,208.82.236.129,80,6,26/01/2011 01:56:19 AM,248254,3,6,630.0,3374.0,630.0,0.0,210.0,363.73066958946424,1460.0,0.0,562.3333333333333,717.2173078409825,16128.642438792527,36.253192294988196,31031.749999999996,52759.76612032533,149899.0,1.0,50540.0,25270.0,35208.260848840575,50166.0,374.0,198162.0,39632.4,65116.10256918023,150347.0,1.0,0,0,0,0,72,132,12.084397431662733,24.168794863325466,0.0,1460.0,400.40000000000003,602.1271921741748,362557.15555555554,1,2,0,4,8,0,0,0,2.0,444.8888888888889,210.0,562.3333333333334,0,0,0,4004,4,20251,0,70,0,374,8192,5010,1,20,0,0,0,0,1.295981779463606E15,0.0,1.295981779463606E15,1.295981779463606E15,NeedManualLabel
192.168.3.131-208.82.236.129-58777-80-6,192.168.3.131,58777,208.82.236.129,80,6,26/01/2011 01:56:19 AM,2821,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,708.9684509039347,2821.0,0.0,2821.0,2821.0,2821.0,2821.0,0.0,2821.0,2821.0,0,0,0,0,0,0,0,0,0,40,0,708.9684509039347,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16425,0,0,20,0,0,0,0,1.295981779711926E15,0.0,1.295981779711926E15,1.295981779711926E15,NeedManualLabel
192.168.3.131-69.63.181.15-57198-5480-6,192.168.3.131,57198,69.63.181.15,5480,6,26/01/2011 01:56:19 AM,31462,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.35312440404299,15731.0,21846.771111539572,31179.0,283.0,0,0,0,0,0,283.0,283.0,0.0,283.0,283.0,0,0,0,0,20,40,31.78437480134766,63.56874960269532,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16425,6395,0,20,0,0,0,0,1.295981779806846E15,0.0,1.295981779806846E15,1.295981779806846E15,NeedManualLabel
192.168.3.131-69.63.181.15-57192-5480-6,192.168.3.131,57192,69.63.181.15,5480,6,26/01/2011 01:56:19 AM,32470,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.39297813366184,16235.0,22121.12854263995,31877.0,593.0,0,0,0,0,0,593.0,593.0,0.0,593.0,593.0,0,0,0,0,20,40,30.797659377887282,61.595318755774564,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16318,10864,0,20,0,0,0,0,1.295981779806882E15,0.0,1.295981779806882E15,1.295981779806882E15,NeedManualLabel
192.168.3.131-208.50.77.134-57204-5480-6,192.168.3.131,57204,208.50.77.134,5480,6,26/01/2011 01:56:19 AM,79277,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.227998032216153,79277.0,0.0,79277.0,79277.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.613999016108076,12.613999016108076,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16425,350,0,20,0,0,0,0,1.295981779806708E15,0.0,1.295981779806708E15,1.295981779806708E15,NeedManualLabel
192.168.3.131-208.50.77.134-57203-5480-6,192.168.3.131,57203,208.50.77.134,5480,6,26/01/2011 01:56:19 AM,80298,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.907220603252885,80298.0,0.0,80298.0,80298.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.453610301626442,12.453610301626442,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16270,350,0,20,0,0,0,0,1.295981779806778E15,0.0,1.295981779806778E15,1.295981779806778E15,NeedManualLabel
192.168.3.131-208.50.77.134-57202-5480-6,192.168.3.131,57202,208.50.77.134,5480,6,26/01/2011 01:56:19 AM,80497,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.845646421605775,80497.0,0.0,80497.0,80497.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.422823210802887,12.422823210802887,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16425,350,0,20,0,0,0,0,1.295981779806813E15,0.0,1.295981779806813E15,1.295981779806813E15,NeedManualLabel
