Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.3.131-72.14.213.102-55950-80-6,192.168.3.131,55950,72.14.213.102,80,6,26/01/2011 01:52:22 AM,39098,4,1,944.0,0.0,944.0,0.0,236.0,472.00000000000006,0.0,0.0,0.0,0.0,24144.45751700854,127.88377922144355,9774.5,11066.038752266624,19931.0,47.0,39098.0,13032.666666666666,10994.267703368576,19931.0,354.0,0,0,0,0,0,0,0,0,0,92,32,102.30702337715483,25.57675584428871,0.0,944.0,157.33333333333334,385.38638619788674,148522.6666666667,1,2,0,1,4,0,0,0,0.0,188.8,236.0,0.0,0,0,0,0,0,0,0,188,0,0,8192,5720,1,20,0,0,0,0,1.295981542708292E15,0.0,1.295981542708292E15,1.295981542708292E15,NeedManualLabel
72.14.213.102-192.168.3.131-80-55950-6,72.14.213.102,80,192.168.3.131,55950,6,26/01/2011 01:52:22 AM,18294,3,1,487.0,0.0,487.0,0.0,162.33333333333331,281.1695810953478,0.0,0.0,0.0,0.0,26620.749972668633,218.65092380015304,6098.0,6268.820542972976,12597.0,88.0,18294.0,9147.0,4879.036790187178,12597.0,5697.0,0,0,0,0,0,0,0,0,0,60,20,163.98819285011479,54.66273095003826,0.0,487.0,97.4,217.79302100847954,47433.80000000001,1,0,1,1,4,0,0,0,0.0,121.75,162.33333333333334,0.0,0,0,0,0,0,0,0,121,0,0,119,0,1,20,0,0,0,0,1.295981542748483E15,0.0,1.295981542748483E15,1.295981542748483E15,NeedManualLabel
192.168.3.131-207.46.148.38-55955-80-6,192.168.3.131,55955,207.46.148.38,80,6,26/01/2011 01:52:23 AM,28123,3,2,448.0,279.0,448.0,0.0,149.33333333333334,258.65292059695236,279.0,0.0,139.5,197.28279195104676,25850.72716282047,177.79042065213528,7030.75,8034.399308597999,15455.0,52.0,12668.0,6334.0,8577.205255792822,12399.0,269.0,15776.0,15776.0,0.0,15776.0,15776.0,0,0,0,0,72,48,106.67425239128116,71.11616826085411,0.0,448.0,121.16666666666666,195.17009675323385,38091.36666666666,1,2,0,2,4,0,0,0,0.0,145.4,149.33333333333334,139.5,0,0,0,0,0,0,0,89,0,55,8192,64240,1,20,0,0,0,0,1.295981543461968E15,0.0,1.295981543461968E15,1.295981543461968E15,NeedManualLabel
192.168.3.131-207.46.148.38-55955-80-6,192.168.3.131,55955,207.46.148.38,80,6,26/01/2011 01:52:23 AM,420,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4761.9047619047615,420.0,0.0,420.0,420.0,420.0,420.0,0.0,420.0,420.0,0,0,0,0,0,0,0,0,0,40,0,4761.9047619047615,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,63961,0,0,20,0,0,0,0,1.295981543490168E15,0.0,1.295981543490168E15,1.295981543490168E15,NeedManualLabel
192.168.3.131-65.55.17.37-55954-80-6,192.168.3.131,55954,65.55.17.37,80,6,26/01/2011 01:52:23 AM,1763490,12,18,1837.0,24044.0,652.0,0.0,153.08333333333334,277.3391289094318,1460.0,0.0,1335.7777777777776,373.48983064438477,14676.011772110984,17.011721075821242,60810.00000000001,298797.5433523987,1613550.0,1.0,1763490.0,160317.27272727274,482262.4885810819,1613550.0,242.0,1708486.0,100499.17647058824,395169.9310047254,1633540.0,1.0,0,0,0,0,252,364,6.804688430328496,10.207032645492745,0.0,1460.0,834.8709677419354,683.3460685936267,466961.84946236556,1,2,0,6,29,0,0,0,1.0,862.7,153.08333333333334,1335.7777777777778,0,0,0,23900,17,320190,0,61,0,801,8192,8190,3,20,0,0,0,0,1.295981543337241E15,0.0,1.295981543337241E15,1.295981543337241E15,NeedManualLabel
192.168.3.131-208.82.236.129-58264-80-6,192.168.3.131,58264,208.82.236.129,80,6,26/01/2011 01:52:26 AM,123049,3,3,553.0,216.0,553.0,0.0,184.33333333333334,319.27469886186304,216.0,0.0,72.0,124.70765814495917,6249.542865037505,48.761062666092364,24609.8,34325.82026259533,71971.0,1.0,51077.0,25538.5,35554.036064840795,50679.0,398.0,72440.0,36220.0,51221.40101559113,72439.0,1.0,0,0,0,0,72,72,24.380531333046182,24.380531333046182,0.0,553.0,109.85714285714285,211.33892887289565,44664.14285714285,1,2,0,2,5,0,0,0,1.0,128.16666666666666,184.33333333333334,72.0,0,0,0,0,0,0,0,92,0,36,8192,4933,1,20,0,0,0,0,1.295981546609581E15,0.0,1.295981546609581E15,1.295981546609581E15,NeedManualLabel
192.168.3.131-208.82.236.129-58264-80-6,192.168.3.131,58264,208.82.236.129,80,6,26/01/2011 01:52:26 AM,2293,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,872.2197993894462,2293.0,0.0,2293.0,2293.0,2293.0,2293.0,0.0,2293.0,2293.0,0,0,0,0,0,0,0,0,0,40,0,872.2197993894462,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16371,0,0,20,0,0,0,0,1.295981546732736E15,0.0,1.295981546732736E15,1.295981546732736E15,NeedManualLabel
192.168.3.131-208.82.236.129-58265-80-6,192.168.3.131,58265,208.82.236.129,80,6,26/01/2011 01:52:26 AM,169098,4,7,606.0,6648.0,606.0,0.0,151.5,303.0,1460.0,0.0,949.7142857142858,691.0816918150159,42898.20104318206,65.05103549421045,16909.8,27120.23251211374,66463.0,1.0,117547.0,39182.333333333336,34780.76816767182,67354.0,308.0,119265.0,19877.5,30584.330940859243,66823.0,1.0,0,0,0,0,92,152,23.65492199789471,41.39611349631575,0.0,1460.0,604.5,684.9988055729466,469223.36363636353,1,2,0,5,10,0,0,0,1.0,659.4545454545455,151.5,949.7142857142857,0,0,0,7254,6,61007,0,55,0,604,8192,4986,1,20,0,0,0,0,1.295981546736952E15,0.0,1.295981546736952E15,1.295981546736952E15,NeedManualLabel
192.168.3.131-208.82.236.129-58265-80-6,192.168.3.131,58265,208.82.236.129,80,6,26/01/2011 01:52:26 AM,708,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2824.858757062147,708.0,0.0,708.0,708.0,708.0,708.0,0.0,708.0,708.0,0,0,0,0,0,0,0,0,0,40,0,2824.858757062147,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16425,0,0,20,0,0,0,0,1.295981546906087E15,0.0,1.295981546906087E15,1.295981546906087E15,NeedManualLabel
192.168.3.131-65.54.95.142-55973-80-6,192.168.3.131,55973,65.54.95.142,80,6,26/01/2011 01:52:25 AM,3275419,14,25,388.0,33204.0,388.0,0.0,27.71428571428571,103.69736186202067,1460.0,0.0,1328.16,406.7160844290933,10255.787122197191,11.906873593882187,86195.23684210527,521338.9656775131,3215290.0,1.0,60129.0,4625.307692307692,5851.025955400405,15275.0,133.0,3261722.0,135905.08333333334,655922.099480466,3215310.0,1.0,0,0,0,0,292,512,4.27426231575258,7.632611278129607,0.0,1460.0,839.8000000000002,716.2981473502747,513083.03589743585,1,2,0,2,38,0,0,0,1.0,861.3333333333334,27.714285714285715,1328.16,0,0,0,33592,24,726250,0,9,0,851,8192,4106,1,20,0,0,0,0,1.295981545127681E15,0.0,1.295981545127681E15,1.295981545127681E15,NeedManualLabel
72.14.213.105-192.168.3.131-443-57721-6,72.14.213.105,443,192.168.3.131,57721,6,26/01/2011 01:52:29 AM,875,3,0,98.0,0.0,61.0,0.0,32.66666666666667,30.730007050655445,0,0,0,0,112000.0,3428.5714285714284,437.5,617.304219975856,874.0,1.0,875.0,437.5,617.304219975856,874.0,1.0,0,0,0,0,0,1,0,0,0,60,0,3428.5714285714284,0.0,0.0,61.0,39.75,28.81405906844782,830.25,1,0,0,2,3,0,0,0,0.0,53.0,32.666666666666664,0.0,0,0,0,0,0,0,1,32,0,0,257,0,1,20,0,0,0,0,1.295981549760088E15,0.0,1.295981549760088E15,1.295981549760088E15,NeedManualLabel
192.168.3.131-72.14.213.105-57721-443-6,192.168.3.131,57721,72.14.213.105,443,6,26/01/2011 01:52:29 AM,429,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4662.004662004661,429.0,0.0,429.0,429.0,429.0,429.0,0.0,429.0,429.0,0,0,0,0,0,0,0,0,0,40,0,4662.004662004661,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16213,0,0,20,0,0,0,0,1.295981549761022E15,0.0,1.295981549761022E15,1.295981549761022E15,NeedManualLabel
192.168.3.131-208.82.236.129-58272-80-6,192.168.3.131,58272,208.82.236.129,80,6,26/01/2011 01:52:29 AM,165808,5,7,564.0,6584.0,564.0,0.0,112.8,252.22846786197627,1460.0,0.0,940.5714285714284,693.6874553531192,43110.10325195407,72.37286500048248,15073.454545454546,25371.94310794361,62532.0,1.0,165011.0,41252.75,27932.082048843647,63514.0,372.0,115799.0,19299.833333333332,29177.740374584642,62977.0,1.0,0,0,0,0,112,152,30.1553604168677,42.21750458361478,0.0,1460.0,549.8461538461538,675.0143018427889,455644.3076923077,1,2,0,5,11,0,0,0,1.0,595.6666666666666,112.8,940.5714285714286,0,0,0,7148,6,61966,0,47,0,548,8192,4944,1,20,0,0,0,0,1.295981549832444E15,0.0,1.295981549832444E15,1.295981549832444E15,NeedManualLabel
192.168.3.131-208.82.236.129-58272-80-6,192.168.3.131,58272,208.82.236.129,80,6,26/01/2011 01:52:29 AM,478,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4184.100418410042,478.0,0.0,478.0,478.0,478.0,478.0,0.0,478.0,478.0,0,0,0,0,0,0,0,0,0,40,0,4184.100418410042,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16239,0,0,20,0,0,0,0,1.295981549998285E15,0.0,1.295981549998285E15,1.295981549998285E15,NeedManualLabel
192.168.3.131-65.54.95.140-55963-80-6,192.168.3.131,55963,65.54.95.140,80,6,26/01/2011 01:52:23 AM,6555247,10,12,1193.0,12579.0,398.0,0.0,119.29999999999998,192.0914423451035,1460.0,0.0,1048.25,597.1923894357664,2100.912444641674,3.356090167159224,312154.61904761905,860119.8169451439,3742951.0,1.0,2812296.0,312477.3333333333,495680.1474693636,1302411.0,179.0,6542764.0,594796.7272727273,1182424.6753277006,3742984.0,1.0,0,0,0,0,212,252,1.52549553052692,1.830594636632304,0.0,1460.0,598.782608695652,651.4649893977935,424406.6324110672,1,2,0,6,21,0,0,0,1.0,626.0,119.3,1048.25,0,0,0,6151,5,259469,0,54,0,571,8192,4106,3,20,0,0,0,0,1.295981543841133E15,0.0,1.295981543841133E15,1.295981543841133E15,NeedManualLabel
192.168.3.131-65.54.95.140-55963-80-6,192.168.3.131,55963,65.54.95.140,80,6,26/01/2011 01:52:30 AM,2872022,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.6963734957462026,2872022.0,0.0,2872022.0,2872022.0,2872022.0,2872022.0,0.0,2872022.0,2872022.0,0,0,0,0,0,0,0,0,0,40,0,0.6963734957462026,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16425,0,0,20,0,0,0,0,1.295981550396437E15,0.0,1.295981550396437E15,1.295981550396437E15,NeedManualLabel
192.168.3.131-65.54.95.142-55973-80-6,192.168.3.131,55973,65.54.95.142,80,6,26/01/2011 01:52:28 AM,4865468,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.41106014878733144,4865468.0,0.0,4865468.0,4865468.0,4865468.0,4865468.0,0.0,4865468.0,4865468.0,0,0,0,0,0,0,0,0,0,40,0,0.41106014878733144,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,16425,0,0,20,0,0,0,0,1.295981548403134E15,0.0,1.295981548403134E15,1.295981548403134E15,NeedManualLabel
192.168.3.131-206.108.207.139-55960-80-6,192.168.3.131,55960,206.108.207.139,80,6,26/01/2011 01:52:23 AM,17753708,5,3,511.0,522.0,511.0,0.0,102.2,228.52614730047853,522.0,0.0,174.0,301.37684051698466,58.1850281642573,0.45061009226917553,2536244.0000000005,6609697.145426332,1.7524623E7,57.0,1.7753708E7,4438427.0,8724714.345091457,1.7524623E7,341.0,10272.0,5136.0,6164.556918384322,9495.0,777.0,0,0,0,0,112,72,0.28163130766823474,0.16897878460094085,0.0,522.0,114.77777777777777,227.77169368568266,51879.94444444445,1,2,0,2,7,0,0,0,0.0,129.125,102.2,174.0,0,0,0,0,0,0,0,63,0,65,8192,216,1,20,229085.0,0.0,229085.0,229085.0,6.47990780588572E14,9.163973254175275E14,1.295981543652521E15,1.7524623E7,NeedManualLabel
192.168.3.131-74.217.50.10-57038-80-6,192.168.3.131,57038,74.217.50.10,80,6,26/01/2011 01:52:41 AM,81750,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.464831804281346,81750.0,0.0,81750.0,81750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.232415902140673,12.232415902140673,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64392,8190,0,20,0,0,0,0,1.295981561406421E15,0.0,1.295981561406421E15,1.295981561406421E15,NeedManualLabel
192.168.3.131-72.14.213.102-52201-443-6,192.168.3.131,52201,72.14.213.102,443,6,26/01/2011 01:52:42 AM,48664,5,4,182.0,2043.0,182.0,0.0,36.4,81.39287438099234,1430.0,0.0,510.75,677.5462468840534,45721.68337991123,184.94164063784316,6083.0,8808.004330477721,20403.0,73.0,48664.0,12166.0,11261.93059233925,23007.0,296.0,23287.0,7762.333333333334,10789.995613221226,20193.0,817.0,0,0,0,0,112,92,102.74535590991287,82.1962847279303,0.0,1430.0,222.5,466.5155112343235,217636.72222222222,1,2,0,2,8,0,0,0,0.0,247.22222222222223,36.4,510.75,0,0,0,0,0,0,0,20,0,227,8192,107,1,20,0,0,0,0,1.295981562220872E15,0.0,1.295981562220872E15,1.295981562220872E15,NeedManualLabel
192.168.3.131-72.14.213.102-52203-443-6,192.168.3.131,52203,72.14.213.102,443,6,26/01/2011 01:52:42 AM,48619,5,4,182.0,2043.0,182.0,0.0,36.4,81.39287438099234,1430.0,0.0,510.75,677.5462468840534,45764.00172771962,185.11281597729283,6077.375,9589.180300697539,21986.0,2.0,48619.0,12154.75,11405.047080861466,22879.0,389.0,23303.0,7767.666666666666,12713.870155595161,22440.0,2.0,0,0,0,0,112,92,102.84045332071823,82.27236265657459,0.0,1430.0,222.5,466.5155112343235,217636.72222222222,1,2,0,2,8,0,0,0,0.0,247.22222222222223,36.4,510.75,0,0,0,0,0,0,0,20,0,227,8192,107,1,20,0,0,0,0,1.295981562221263E15,0.0,1.295981562221263E15,1.295981562221263E15,NeedManualLabel
192.168.3.131-72.14.213.102-52204-443-6,192.168.3.131,52204,72.14.213.102,443,6,26/01/2011 01:52:42 AM,49681,5,4,182.0,2043.0,182.0,0.0,36.4,81.39287438099234,1430.0,0.0,510.75,677.5462468840534,44785.732976389365,181.15577383708057,6210.125000000001,9527.883836965808,22400.0,25.0,49681.0,12420.25,11982.691277421778,22970.0,193.0,23177.0,7725.666666666666,11315.53853483489,20782.0,761.0,0,0,0,0,112,92,100.64209657615586,80.5136772609247,0.0,1430.0,222.5,466.5155112343235,217636.72222222222,1,2,0,2,8,0,0,0,0.0,247.22222222222223,36.4,510.75,0,0,0,0,0,0,0,20,0,227,8192,107,1,20,0,0,0,0,1.295981562221386E15,0.0,1.295981562221386E15,1.295981562221386E15,NeedManualLabel
192.168.3.131-72.14.213.102-52205-443-6,192.168.3.131,52205,72.14.213.102,443,6,26/01/2011 01:52:42 AM,48240,5,4,182.0,2043.0,182.0,0.0,36.4,81.39287438099234,1430.0,0.0,510.75,677.5462468840534,46123.54892205638,186.56716417910448,6030.0,9806.200560286916,22081.0,2.0,48240.0,12060.0,11837.38386074671,22893.0,239.0,23138.0,7712.666666666666,12700.220247434032,22371.0,2.0,0,0,0,0,112,92,103.64842454394693,82.91873963515755,0.0,1430.0,222.5,466.5155112343235,217636.72222222222,1,2,0,2,8,0,0,0,0.0,247.22222222222223,36.4,510.75,0,0,0,0,0,0,0,20,0,227,8192,107,1,20,0,0,0,0,1.295981562223069E15,0.0,1.295981562223069E15,1.295981562223069E15,NeedManualLabel
192.168.3.131-72.14.213.102-52206-443-6,192.168.3.131,52206,72.14.213.102,443,6,26/01/2011 01:52:42 AM,48261,5,4,182.0,2043.0,182.0,0.0,36.4,81.39287438099234,1430.0,0.0,510.75,677.5462468840534,46103.47899960631,186.48598247031765,6032.625,9673.355761907475,21934.0,21.0,48261.0,12065.25,12069.425763059318,23509.0,370.0,23923.0,7974.333333333334,12466.149579294053,22369.0,769.0,0,0,0,0,112,92,103.60332359462092,82.88265887569673,0.0,1430.0,222.5,466.5155112343235,217636.72222222222,1,2,0,2,8,0,0,0,0.0,247.22222222222223,36.4,510.75,0,0,0,0,0,0,0,20,0,227,8192,107,1,20,0,0,0,0,1.29598156222327E15,0.0,1.29598156222327E15,1.29598156222327E15,NeedManualLabel
192.168.3.131-72.14.213.102-52207-443-6,192.168.3.131,52207,72.14.213.102,443,6,26/01/2011 01:52:42 AM,47463,5,4,182.0,2043.0,182.0,0.0,36.4,81.39287438099234,1430.0,0.0,510.75,677.5462468840534,46878.621241809415,189.62138929271222,5932.875,9098.995131920572,21763.0,1.0,47463.0,11865.75,13311.534281091217,26989.0,261.0,27354.0,9118.0,11599.45140944174,22174.0,1.0,0,0,0,0,112,92,105.34521627372901,84.27617301898322,0.0,1430.0,222.5,466.5155112343235,217636.72222222222,1,2,0,2,8,0,0,0,0.0,247.22222222222223,36.4,510.75,0,0,0,0,0,0,0,20,0,227,8192,107,1,20,0,0,0,0,1.295981562269795E15,0.0,1.295981562269795E15,1.295981562269795E15,NeedManualLabel
192.168.3.131-72.14.213.102-52209-443-6,192.168.3.131,52209,72.14.213.102,443,6,26/01/2011 01:52:42 AM,51170,5,3,477.0,153.0,394.0,0.0,95.4,170.74776718891525,153.0,0.0,51.0,88.33459118601274,12311.901504787962,156.34160641000585,7310.000000000001,11483.029565406508,27569.0,75.0,51170.0,12792.5,14140.21332936671,29111.0,381.0,28787.0,14393.5,19277.852175488846,28025.0,762.0,0,0,0,0,112,72,97.71350400625366,58.6281024037522,0.0,394.0,70.0,132.96334081242094,17679.25,1,2,0,3,7,0,0,0,0.0,78.75,95.4,51.0,0,0,0,0,0,0,0,59,0,19,8192,107,2,20,0,0,0,0,1.295981562271216E15,0.0,1.295981562271216E15,1.295981562271216E15,NeedManualLabel
192.168.3.131-72.14.213.102-52208-443-6,192.168.3.131,52208,72.14.213.102,443,6,26/01/2011 01:52:42 AM,52744,5,3,477.0,153.0,394.0,0.0,95.4,170.74776718891525,153.0,0.0,51.0,88.33459118601274,11944.486576672229,151.67602002123465,7534.857142857142,11725.384050974923,27696.0,65.0,52744.0,13186.0,14546.706683415781,29565.0,263.0,28788.0,14394.0,19275.730855145284,28024.0,764.0,0,0,0,0,112,72,94.79751251327166,56.87850750796299,0.0,394.0,70.0,132.96334081242094,17679.25,1,2,0,3,7,0,0,0,0.0,78.75,95.4,51.0,0,0,0,0,0,0,0,59,0,19,8192,107,2,20,0,0,0,0,1.295981562270019E15,0.0,1.295981562270019E15,1.295981562270019E15,NeedManualLabel
192.168.3.131-72.14.213.102-52211-443-6,192.168.3.131,52211,72.14.213.102,443,6,26/01/2011 01:52:42 AM,52103,5,3,477.0,153.0,394.0,0.0,95.4,170.74776718891525,153.0,0.0,51.0,88.33459118601274,12091.434274417981,153.5420225322918,7443.285714285715,11883.018748257053,26469.0,1.0,52103.0,13025.75,14079.68632167161,27127.0,318.0,26864.0,13432.0,18994.302356233038,26863.0,1.0,0,0,0,0,112,72,95.96376408268239,57.57825844960943,0.0,394.0,70.0,132.96334081242094,17679.25,1,2,0,3,7,0,0,0,0.0,78.75,95.4,51.0,0,0,0,0,0,0,0,59,0,19,8192,107,2,20,0,0,0,0,1.295981562271658E15,0.0,1.295981562271658E15,1.295981562271658E15,NeedManualLabel
192.168.3.131-72.14.213.102-52210-443-6,192.168.3.131,52210,72.14.213.102,443,6,26/01/2011 01:52:42 AM,52966,5,3,477.0,153.0,394.0,0.0,95.4,170.74776718891525,153.0,0.0,51.0,88.33459118601274,11894.422837291848,151.0402899973568,7566.571428571428,11653.890092398946,25843.0,68.0,52966.0,13241.5,14902.318264842777,28672.0,197.0,28374.0,14187.0,16858.839877049668,26108.0,2266.0,0,0,0,0,112,72,94.400181248348,56.640108749008796,0.0,394.0,70.0,132.96334081242094,17679.25,1,2,0,3,7,0,0,0,0.0,78.75,95.4,51.0,0,0,0,0,0,0,0,59,0,19,8192,107,2,20,0,0,0,0,1.295981562271438E15,0.0,1.295981562271438E15,1.295981562271438E15,NeedManualLabel
72.14.213.102-192.168.3.131-443-52209-6,72.14.213.102,443,192.168.3.131,52209,6,26/01/2011 01:52:42 AM,3262,2,1,45.0,0.0,45.0,0.0,22.5,31.81980515339464,0.0,0.0,0.0,0.0,13795.217657878602,919.6811771919067,1631.0,2247.185350610848,3220.0,42.0,3262.0,3262.0,0.0,3262.0,3262.0,0,0,0,0,0,1,0,0,0,40,20,613.1207847946046,306.5603923973023,0.0,45.0,22.5,25.98076211353316,675.0,1,0,1,1,3,0,0,0,0.0,30.0,22.5,0.0,0,0,0,0,0,0,0,15,0,0,107,0,0,20,0,0,0,0,1.295981562341296E15,0.0,1.295981562341296E15,1.295981562341296E15,NeedManualLabel
72.14.213.102-192.168.3.131-443-52208-6,72.14.213.102,443,192.168.3.131,52208,6,26/01/2011 01:52:42 AM,906,2,1,45.0,0.0,45.0,0.0,22.5,31.81980515339464,0.0,0.0,0.0,0.0,49668.87417218543,3311.2582781456954,453.0,593.9696961966999,873.0,33.0,906.0,906.0,0.0,906.0,906.0,0,0,0,0,0,1,0,0,0,40,20,2207.5055187637968,1103.7527593818984,0.0,45.0,22.5,25.98076211353316,675.0,1,0,1,1,3,0,0,0,0.0,30.0,22.5,0.0,0,0,0,0,0,0,0,15,0,0,107,0,0,20,0,0,0,0,1.295981562343654E15,0.0,1.295981562343654E15,1.295981562343654E15,NeedManualLabel
72.14.213.102-192.168.3.131-443-52211-6,72.14.213.102,443,192.168.3.131,52211,6,26/01/2011 01:52:42 AM,5822,2,1,45.0,0.0,45.0,0.0,22.5,31.81980515339464,0.0,0.0,0.0,0.0,7729.302645139128,515.2868430092751,2911.0,4027.6802256385745,5759.0,63.0,5822.0,5822.0,0.0,5822.0,5822.0,0,0,0,0,0,1,0,0,0,40,20,343.52456200618343,171.76228100309172,0.0,45.0,22.5,25.98076211353316,675.0,1,0,1,1,3,0,0,0,0.0,30.0,22.5,0.0,0,0,0,0,0,0,0,15,0,0,107,0,0,20,0,0,0,0,1.295981562343655E15,0.0,1.295981562343655E15,1.295981562343655E15,NeedManualLabel
72.14.213.102-192.168.3.131-443-52210-6,72.14.213.102,443,192.168.3.131,52210,6,26/01/2011 01:52:42 AM,2,2,0,45.0,0.0,45.0,0.0,22.5,31.81980515339464,0,0,0,0,2.25E7,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,1,0,0,0,40,0,1000000.0,0.0,0.0,45.0,30.0,25.98076211353316,675.0,1,0,0,1,2,0,0,0,0.0,45.0,22.5,0.0,0,0,0,0,0,0,1,22,0,0,107,0,0,20,0,0,0,0,1.295981562349476E15,0.0,1.295981562349476E15,1.295981562349476E15,NeedManualLabel
192.168.3.131-72.14.213.102-52212-443-6,192.168.3.131,52212,72.14.213.102,443,6,26/01/2011 01:52:42 AM,46752,5,3,477.0,153.0,394.0,0.0,95.4,170.74776718891525,153.0,0.0,51.0,88.33459118601274,13475.35934291581,171.11567419575633,6678.857142857143,10909.06912357132,23115.0,1.0,46752.0,11688.0,12975.583711982543,23612.0,270.0,23437.0,11718.5,16571.04741710674,23436.0,1.0,0,0,0,0,112,72,106.94729637234771,64.16837782340862,0.0,394.0,70.0,132.96334081242094,17679.25,1,2,0,3,7,0,0,0,0.0,78.75,95.4,51.0,0,0,0,0,0,0,0,59,0,19,8192,107,2,20,0,0,0,0,1.295981562317554E15,0.0,1.295981562317554E15,1.295981562317554E15,NeedManualLabel
192.168.3.131-72.14.213.102-52213-443-6,192.168.3.131,52213,72.14.213.102,443,6,26/01/2011 01:52:42 AM,46448,5,3,477.0,153.0,394.0,0.0,95.4,170.74776718891525,153.0,0.0,51.0,88.33459118601274,13563.554943162246,172.23561832586978,6635.428571428572,10502.856275908043,22102.0,49.0,46448.0,11612.0,13019.914925477304,23791.0,182.0,23617.0,11808.5,14883.890637195638,22333.0,1284.0,0,0,0,0,112,72,107.6472614536686,64.58835687220116,0.0,394.0,70.0,132.96334081242094,17679.25,1,2,0,3,7,0,0,0,0.0,78.75,95.4,51.0,0,0,0,0,0,0,0,59,0,19,8192,107,2,20,0,0,0,0,1.295981562322663E15,0.0,1.295981562322663E15,1.295981562322663E15,NeedManualLabel
